Material_Code,Material_Description,Base_Abb,Base_Type,Moulding_Type_Abb,Moulding_Type,Product_Type_Abb,Product_Type,Colour_TF,Dimensions_Vibration_Drops_EU,Project_Phase,Certification,Base_Colour,Additional_Colour,Kosher_Certificate_Abb,Kosher_Certificate,Country_Claim,FP_TYPE3_CLV_S,LEGISLATION_L,DOSAGE_COLD_MILK_CLV_S,DOSAGE_COLD_WATER_CLV_S,DOSAGE_HOT_MILK_CLV_S,DOSAGE_HOT_WATER_CLV_S,Fineness_Type,Colour_L_Value_From,pH_From,pH_To,Normalised_Linear_Mpa_S_From,Normalised_Linear_Viscosity_mPaS_To,Normalised_Casson_mPaS_From,Normalised_Casson_mPaS_To,Normalised_Yield_Pa_From,Normalised_Yield_Pa_To,Fineness_Micrometer_From,Fineness_Micrometer_To,Dimensions_Length_From,Dimensions_Length_To,Dimensions_Width_From,Dimensions_Width_To,Dimensions_Count_Kg_From,Dimensions_Count_Kg_To,Dimensions_Sieve_Fraction_From,Dimensions_Sieve_Fraction_To,Dimensions_Height_From,Dimensions_Height_To,Dimensions_Count_lb_From,Dimensions_Count_lb_To,Brookfield_40C_S27_20_RPM_From,Brookfield_40C_S27_20_RPM_To,Brookfield_50C_S27_20_RPM_From,Brookfield_50C_S27_20_RPM_To,Brookfield_50C_S27_Regression_From,Brookfield_50C_S27_Regression_To,Brookfield_50C_S27_Yield_From,Brookfield_50C_S27_Yield_To,Brookfield_40C_S27_Regression_From,Brookfield_40C_S27_Regression_To,Brookfield_40C_S27_Yield_From,Brookfield_40C_S27_Yield_To,Water_Activity_From,Water_Activity_To,Shelflife,Category,Region,Cust_Dedic,Proj_Phase,Plant_BoM_Owner,Underlying_Liquid,Colour_TF2,Project_Manager,Dimensions_Vibration_Drops_EU2,Project_Number,Dimensions_Production_Tools_Us,Certification2,Project_Phase2,Base_Colour2,Additional_Colour2,Country_Claim2,M022_01_ATFLV_CLV_N,M022_01_ATFLB_CLV_N,M022_02_ATFLV_CLV_N,M022_02_ATFLB_CLV_N,M023_01_ATFLV_CLV_N,M023_01_ATFLB_CLV_N
FWF-GEKBUCK-000,BC BUCKO CARM LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,SPM,A,,,,,,,,,
FWF-F22A169-01-000,96_BC EK313 LESS CREAM LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Factory trial,,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,F,US44,,,KAL,,22A169,,,F,T,,,,,,,,
FWF-F22A169-03-000,BC ADJUSTED EK313 LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Factory trial,,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,F,US44,,,KAL,,22A169,,,F,T,,,,,,,,
FWF-G300085-000,96_BC SHELF SALTED CARM CENTER LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,20A546,,,A,,,,,,,,,
FWF-G300147-000,BC SHELF EK313 SEA SALT BUCKO LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,21A127,,,A,,,,,,,,,
FWF-G300149-000,BC SHELF CARM VARIEGATE LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,21A127,,,A,,,,,,,,,
FWF-G300152-000,BC SHELF EK385 BC CARM CENTER LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,21A127,,,A,,,,,,,,,
FWF-G300255-000,BC SHELF EK384 OL LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,ORIN,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,23A039,,ORIN,A,T,,,,,,,,
FWF-GEK130-000,BC CARM CTR NO PRES LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK313-000,BC SEA SALT BUCKO CARM CNTR LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK365-000,BC AUSSI BUCKO INCL LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,,A,,,,,,,,,
FWF-GEK375-000,BC BBB CARM CTR LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK376-000,BC CARAMEL LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK384-000,BC SS CARM LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-L22A169-01-000,BC EK313 LESS CREAM LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Lab sample,,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,L,US44,,,KAL,,22A169,,,L,T,,,,,,,,
FWF-L22A169-02-000,BC ADJUSTED EK313 LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Lab sample,,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,L,US44,,,KAL,,22A169,,,L,T,,,,,,,,
FWF-L22A169-03-000,BC ADJUSTED EK313 LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Lab sample,,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,L,US44,,,KAL,,22A169,,,L,T,,,,,,,,
FWM-GEK322-000,BC SWEETENED CONDENSED MILK CNTER LIQUID,M,Milk,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
VSD-GGH211SF-000,BC DK SF COMPOUND COAT LIQUID,D,Dark,LIQ,Liquid,VS,vegetable coating WAS,,,Final Article,SPM;1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,/,,SPM;1999,A,,,,,,,,,
VSM-GGH210SF-000,BC MK SF COMPOUND COAT'G LANDMARK LIQUID,M,Milk,LIQ,Liquid,VS,vegetable coating WAS,,,Final Article,1999;SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,/,,1999;SPM,A,,,,,,,,,
YSM-GGH145SF-000,BC SF NK SFT CHUNK DELFI LIQUID,M,Milk,LIQ,Liquid,YS,Sugar free,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,22A036,,,A,,,,,,,,,
YSW-GGH109SF-000,BC WHT SF SFT CHUNK LIQUID,W,White,LIQ,Liquid,YS,Sugar free,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,22A036,,,A,,,,,,,,,
FWF-GEK115-000,BC MARSH FL. CTR LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK119-000,BC STRAW CTR NO PRES LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK122-000,BC RASP CTR NO PRES LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK131-000,BC STRAW CTR LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
FWF-GEK134-000,BC CHERRY CTR NO PRES LIQUID,F,Flavoured based on white!,LIQ,Liquid,FW,filling waterbased,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,KAL,,/,,NTA,A,,,,,,,,,
YSD-GGH146SF-000,BC SF DK SFT CHUNK DELFI LIQUID,D,Dark,LIQ,Liquid,YS,Sugar free,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,22A036,,,A,,,,,,,,,
YSD-GGH24SF-000,BC SF DK SFT CHUNK LIQUID,D,Dark,LIQ,Liquid,YS,Sugar free,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,22A036,,,A,,,,,,,,,
FSF-GEK209-000,BC NSA CARAMEL LIQUID CENTER LIQUID,F,Flavoured based on white!,LIQ,Liquid,FS,filling wIthout added sugar,,,Final Article,NTA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,S,A,US44,,,MFR,,/,,NTA,A,,,,,,,,,
FSD-GGH37SF5-000,BC SF DK CHOC FLAV CTR LIQUID,D,Dark,LIQ,Liquid,FS,filling wIthout added sugar,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,/,,1999,A,,,,,,,,,
VSP-L23A309-02-000,96_BC NSA HIGH PROTIEN PB LIQ LIQUID,P,Peanuts,LIQ,Liquid,VS,vegetable coating WAS,,,Lab sample,SPM,T,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,L,US44,,,SMN,,23A309,,SPM,L,T,,,,,,,,
VSP-GGH194SF-000,BC NSA PB COATING LIQUID,P,Peanuts,LIQ,Liquid,VS,vegetable coating WAS,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,10,S,A,US44,,,SMN,,/,,SPM,A,,,,,,,,,
FNO-PI4740-B85,AA PISTACHIOPASTE XF BUCKETS 40LB/EA,OI,Pistachios,BUC,Bucket / Pails,FN,filling non-lauric,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
FNO-PI50-B79,AA PIST PRAL PST CAN 7LB/UC 6UC/BOX,OI,Pistachios,CAN,Can,FN,filling non-lauric,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
FNO-PI50-B88,AA PIST PRAL PST BUCKETS 35LB/EA,OI,Pistachios,BUC,Bucket / Pails,FN,filling non-lauric,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLN-PO-HA-B80,AA FILBERT FLOUR NAT POWDER 25LB/BOX,NH,Hazelnuts,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLO-PO-CA-B80,AA CASHEW FLOUR POWDER 25LB/BOX,OC,Cashews,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLO-PO-PI-B80,AA PISTACHIO FLOUR POWDER 25LB/BOX,OI,Pistachios,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NRO-CA942-B85,AA RST CASHEW BUTTER BUCKETS 40LB/EA,OC,Cashews,BUC,Bucket / Pails,NR,nuts plus oil,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NRO-PI74-B85,AA PISTACHIO BUTTER BUCKETS 40LB/EA,OI,Pistachios,BUC,Bucket / Pails,NR,nuts plus oil,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NAN-SA-AL79C-B84,AA ALM BRITTLECRUNCH SABLAGE 30LB/BOX,NA,Almonds,NSA,sablage,NA,nuts with added sugar,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NAN-SA-HA79C-B84,AA HZLNUT BRTTLCRNCH SABLAGE 30LB/BOX,NH,Hazelnuts,NSA,sablage,NA,nuts with added sugar,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NAO-SA-PI79C-B84,AA PSTCHO BRITCRUNCH SABLAGE 30LB/BOX,OI,Pistachios,NSA,sablage,NA,nuts with added sugar,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLN-PO-AL2-B80,AA ALM FLOUR NAT RST POWDER 25LB/BOX,NA,Almonds,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLN-PO-ALB-B80,AA ALMFLOUR BLANCHED POWDER 25LB/BOX,NA,Almonds,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NLN-PO-ALB-B82,AA ALMFLOUR BLANCHED POWDER 5LB/BOX,NA,Almonds,POW,Powder,NL,pure nut meal,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NPN-AL2-B92,AA ALMBUTTER NAT RST CAN 6.500LB/UC,NA,Almonds,CAN,Can,NP,pure nut paste,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NPN-AL401B-B85,AA ALM BTR BL RST XF BUCKETS 40LB/EA,NA,Almonds,BUC,Bucket / Pails,NP,pure nut paste,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NPN-ALPL-A99,PL ALM BUTTER SMOOTH TUB 0.750LB/UC,NA,Almonds,TUB,Tub,NP,pure nut paste,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-PI-AL79-B80,AA ALMONDS GRAN NAT NUT PIECES 25LB/BOX,NA,Almonds,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-PI-AL792-B80,AA ALM GR NAT RST NUT PIECES 25LB/BOX,NA,Almonds,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-PI-AL79B-B80,96_AA ALMONDS GRAN BLAN NUT PIECES 25LB/,NA,Almonds,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-PI-AL79BCA-A99,AA ALMONDS GRAN BLAN NUT PIECES 4LB/UC,NA,Almonds,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-PI-HA792-B80,AA FILBERT GR NATRST NUT PIECES 25LB/BOX,NH,Hazelnuts,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-WN-AL27-B80,AA ALMONDS WH NAT NUTS WHOLE 25LB/BOX,NA,Almonds,NWH,nuts whole,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUN-WN-HA13-B80,AA FILBERT WHNATURAL NUTS WHOLE 25LB/BOX,NH,Hazelnuts,NWH,nuts whole,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUO-PI-PI79-B81,AA PISTACHIOS GRAN NUT PIECES 10LB/BOX,OI,Pistachios,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUO-PI-PI79-B82,96_AA PISTACHIOS GRAN NUT PIECES 5LB/BOX,OI,Pistachios,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
NUO-PI-PIWHPI-B80,AA PISTACHIO PIECES NUT PIECES 25LB/BOX,OI,Pistachios,NPI,nut pieces,NU,pure whole nuts and nut pieces,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWN-AL59BPL-A99,PL ALMOND PASTE TUB 2.500LB/UC 12UC/BOX,NA,Almonds,TUB,Tub,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWN-AL59BTB-A99,AA ALMOND PASTE TUB 2.500LB/UC 12UC/BOX,NA,Almonds,TUB,Tub,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWO-MX8BAL-B79,AA MACAROON PASTE CAN 7LB/UC 6UC/BOX,OO,Mix contain nut o/than ha/al,CAN,Can,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWO-MX8BAL-B83,AA MACAROON PASTE BOX 50LB/BOX 48BOX/PAL,OO,Mix contain nut o/than ha/al,BIB,Box,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWO-MX8BAL-B86,AA MACAROON PASTE BUCKETS 45LB/EA,OO,Mix contain nut o/than ha/al,BUC,Bucket / Pails,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWO-MX9BALXD-B86,AA MACAROON PASTE XD BUCKETS 45LB/EA,OO,Mix contain nut o/than ha/al,BUC,Bucket / Pails,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWS-AK63B-B79,AA KERNEL PASTE CAN 7LB/UC 6UC/BOX,S,Seeds,CAN,Can,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWS-AK63B-B83,AA KERNEL PASTE BOX 50LB/BOX 48BOX/PAL,S,Seeds,BIB,Box,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWS-AK63B-B86,AA KERNEL PASTE BUCKETS 45LB/EA 36EA/PAL,S,Seeds,BUC,Bucket / Pails,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PRN-HA672-B79,AA PRALINE PASTE CAN 7LB/UC 6UC/BOX,NH,Hazelnuts,CAN,Can,PR,praline paste,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWN-AL58BAFNP-B86,AA ALMOND PASTE NP BUCKETS 45LB/EA,NA,Almonds,BUC,Bucket / Pails,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWN-AL58BNAT-B86,AA ALL NAT ALMOND PASTE BUCKETS 45LB/EA,NA,Almonds,BUC,Bucket / Pails,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
PWN-AL59B-B79,AA ALMOND PASTE CAN 7LB/UC 6UC/BOX,NA,Almonds,CAN,Can,PW,paste waterbased,,,Final Article,,,,KP-,Kosher Pareve,,NTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,10,S,A,US43,,,JMA,,,,,A,,,,,,,,,
