Material_Code,Material_Description,Base_Abb,Base_Type,Moulding_Type_Abb,Moulding_Type,Product_Type_Abb,Product_Type,Colour_TF,Dimensions_Vibration_Drops_EU,Project_Phase,Certification,Base_Colour,Additional_Colour,Kosher_Certificate_Abb,Kosher_Certificate,Country_Claim,FP_TYPE3_CLV_S,LEGISLATION_L,DOSAGE_COLD_MILK_CLV_S,DOSAGE_COLD_WATER_CLV_S,DOSAGE_HOT_MILK_CLV_S,DOSAGE_HOT_WATER_CLV_S,Fineness_Type,Colour_L_Value_From,pH_From,pH_To,Normalised_Linear_Mpa_S_From,Normalised_Linear_Viscosity_mPaS_To,Normalised_Casson_mPaS_From,Normalised_Casson_mPaS_To,Normalised_Yield_Pa_From,Normalised_Yield_Pa_To,Fineness_Micrometer_From,Fineness_Micrometer_To,Dimensions_Length_From,Dimensions_Length_To,Dimensions_Width_From,Dimensions_Width_To,Dimensions_Count_Kg_From,Dimensions_Count_Kg_To,Dimensions_Sieve_Fraction_From,Dimensions_Sieve_Fraction_To,Dimensions_Height_From,Dimensions_Height_To,Dimensions_Count_lb_From,Dimensions_Count_lb_To,Brookfield_40C_S27_20_RPM_From,Brookfield_40C_S27_20_RPM_To,Brookfield_50C_S27_20_RPM_From,Brookfield_50C_S27_20_RPM_To,Brookfield_50C_S27_Regression_From,Brookfield_50C_S27_Regression_To,Brookfield_50C_S27_Yield_From,Brookfield_50C_S27_Yield_To,Brookfield_40C_S27_Regression_From,Brookfield_40C_S27_Regression_To,Brookfield_40C_S27_Yield_From,Brookfield_40C_S27_Yield_To,Water_Activity_From,Water_Activity_To,Shelflife,Category,Region,Cust_Dedic,Proj_Phase,Plant_BoM_Owner,Underlying_Liquid,Colour_TF2,Project_Manager,Dimensions_Vibration_Drops_EU2,Project_Number,Dimensions_Production_Tools_Us,Certification2,Project_Phase2,Base_Colour2,Additional_Colour2,Country_Claim2,M022_01_ATFLV_CLV_N,M022_01_ATFLB_CLV_N,M022_02_ATFLV_CLV_N,M022_02_ATFLB_CLV_N,M023_01_ATFLV_CLV_N,M023_01_ATFLB_CLV_N
ILD-7215700-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,AVE,,20A251,,,A,,,,,,,,,
ILD-7Y50310-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,ASU,,20A430,,,A,,,,,,,,,
ILD-F18A190-04-000,96_BC KUKY CLASICA LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,F,US04,,,MRO,,18A190,,,F,,,,,,,,,
ILD-F20A251-01-000,96_FU:ILD-7215700-000_BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,F,US04,,,AVE,,20A251,,,F,,,,,,,,,
ISD-L22A250-30-000,BC LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US04,,,ASU,,22A250,,,L,,,,,,,,,
ISD-T22A318-01-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,T,US04,,,AVE,,22A318,,,T,,,,,,,,,
ISD-T22A318-02-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,T,US04,,,AVE,,22A318,,,T,,,,,,,,,
ISD-T22A318-03-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,T,US04,,,AVE,,22A318,,,T,,,,,,,,,
ISD-7030610-000,BC 82144 GOTAS SABOR CHOCOLATE LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,AVE,,14A045,,,A,,,,,,,,,
ILD-6Y50303-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,ARU,,23A393,,SPM,A,,,,,,,,,
INW-L20A412-05-000,96_BC LIQUID,W,White,LIQ,Liquid,IN,compound non-lauric,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US04,,,ECA,,20A412,,,L,,,,,,,,,
INW-L20A412-06-000,96_BC LIQUID,W,White,LIQ,Liquid,IN,compound non-lauric,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US04,,,ECA,,20A412,,,L,,,,,,,,,
YPM-T23A351-01-000,BC LIQUID,M,Milk,LIQ,Liquid,YP,icecoating premium,,,Theoretical pricing material,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,T,US04,,,ARU,,23A351,,1999,T,,,,,,,,,
YPW-F21A170-08-000,96_FU:YPW-2215010-000_BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,300,900,0,8,,,1,2,10,S,F,US04,,,ASU,,21A170,,,F,,,,,,,,,
YPW-L21A170-21-000,96_BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,300,900,0,8,,,1,2,10,S,L,US04,,,ECA,,21A170,,,L,,,,,,,,,
YPW-L21A170-27-000,96_BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,300,900,0,8,,,1,2,10,S,L,US04,,,ECA,,21A170,,,L,,,,,,,,,
YPW-L21A170-28-000,96_BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,300,900,0,8,,,1,2,10,S,L,US04,,,ECA,,21A170,,,L,,,,,,,,,
YPW-L21A170-29-000,96_BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,300,900,0,8,,,1,2,10,S,L,US04,,,ECA,,21A170,,,L,,,,,,,,,
INW-2193300-000,BC LIQUID,W,White,LIQ,Liquid,IN,compound non-lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,ASU,,21A398,,SPM,A,,,,,,,,,
INW-L21A398-01-000,96_BC LIQUID,W,White,LIQ,Liquid,IN,compound non-lauric,,,Lab sample,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US04,,,ECA,,21A398,,SPM,L,,,,,,,,,
INW-L21A398-04-000,96_BC LIQUID,W,White,LIQ,Liquid,IN,compound non-lauric,,,Lab sample,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US04,,,ECA,,21A398,,SPM,L,,,,,,,,,
IND-T22A318-03-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IN,compound non-lauric,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,15000,20000,20,40,,,1,2,10,S,T,US04,,,AVE,,22A318,,,T,,,,,,,,,
IND-7113800-000,BC LIQUID,D,Dark,LIQ,Liquid,IN,compound non-lauric,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US04,,,ECA,,21A345,,1999,A,,,,,,,,,
CHM-0161900-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,55,69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US04,,,ASU,,18A685,,,A,,,,,,,,,
CHM-0170500-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,55,69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US04,,,ASU,,20A232,,,A,,,,,,,,,
CHM-0171700-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,3500,5000,40,50,,,1,1,10,S,A,US04,,,ECA,,22A250,,,A,,,,,,,,,
CHW-2170600-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US04,,,ASU,,20A233,,,A,,,,,,,,,
CHW-2170701-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,1500,4000,0,100,,,1,1,10,S,A,US04,,,ASU,,20A234,,,A,,,,,,,,,
CHD-7170400-000,BC LIQUID,D,Dark,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,55,69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US04,,,ASU,,20A231,,,A,,,,,,,,,
CHM-0124200-000,BC QUEEN ANNE MILK LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,20,29,152,166,,,,,,,1,1,10,S,A,US03,,,ARU,,11P032,,,A,,,,,,,,,
CHD-8055501-000,BC LIQUID,D,Dark,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,EPE,,,,,A,,,,,,,,,
CHW-2010602-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,NGU,,,,,A,,,,,,,,,
ILW-0038601-000,BC LIQUID,W,White,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,DTO,,,,SPM,A,,,,,,,,,
ILW-0Y51901-000,BC LIQUID,W,White,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,DTO,,,,SPM,A,,,,,,,,,
IMW-2033301-000,BC LIQUID,W,White,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,OMD,,,,SPM,A,,,,,,,,,
IMD-T23A251-01-000,BC LIQUID,D,Dark,LIQ,Liquid,IM,compound mixed,,,Theoretical pricing material,1001,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,T,US02,,,KLI,,23A251,,1001,T,,,,,,,,,
IMD-7021801-000,BC LIQUID,D,Dark,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,GAL,,09S261,,SPM,A,,,,,,,,,
ILD-L16A517-01-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Lab sample,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,46,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US02,,,GCA,,16A517,,SPM,L,,,,,,,,,
ILD-L16A517-13-000,96_BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Lab sample,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,L,US02,,,RSN,,16A517,,SPM,L,,,,,,,,,
YPD-8026502-000,BC LIQUID,D,Dark,LIQ,Liquid,YP,icecoating premium,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,ILG,,10S160,,,A,,,,,,,,,
ILD-6Y50301-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,ARU,,,,SPM,A,,,,,,,,,
ILD-6Y50302-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,ARU,,,,SPM,A,,,,,,,,,
IMD-6046301-000,BC LIQUID,D,Dark,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US02,,,ARU,,,,SPM,A,,,,,,,,,
CHW-2010601-000,BC ULTIMATE LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,NGU,,20A471,,,A,,,,,,,,,
CHW-2010630-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,LBU,,22A144,,,A,,,,,,,,,
CHW-2119600-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,GAL,,14A148,,,A,,,,,,,,,
CHW-2149100-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US02,,,EPE,,20A383,,,A,,,,,,,,,
CSW-202761Z-000,BC FLUSH LIQUID,W,White,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,DTO,,,,,A,,,,,,,,,
CHW-2022301-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,ARU,,,,,A,,,,,,,,,
IMW-2047501-000,BC LIQUID,W,White,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,GAL,,,,SPM,A,,,,,,,,,
IMW-2051601-000,BC LIQUID,W,White,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ARU,,,,SPM,A,,,,,,,,,
IMD-7023200-000,BC LIQUID,D,Dark,LIQ,Liquid,IM,compound mixed,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ABL,,09S095,,SPM,A,,,,,,,,,
ILW-2180301-000,BC LIQUID,W,White,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,GAL,,22A101,,,A,,,,,,,,,
ILF-9038400-000,96_BC LIQUID,F,Flavoured based on white!,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,NGU,,18A323,,SPM,A,,,,,,,,,
ILM-0126700-000,BC LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ILG,,15A090,,SPM,A,,,,,,,,,
ILM-018420Z-000,BC FLUSH LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ARU,,21A296,,SPM,A,,,,,,,,,
ILW-2038401-000,BC LIQUID,W,White,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,NGU,,18A323,,SPM,A,,,,,,,,,
ILD-7021400-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,EPE,,10S281,,SPM,A,,,,,,,,,
ILD-7039900-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ILG,,12S016,,SPM,A,,,,,,,,,
ILD-7040810-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,DTO,,19A053,,SPM,A,,,,,,,,,
ILD-7056900-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,ILG,,12S089,,SPM,A,,,,,,,,,
VSW-333002Z-000,BC FLUSH LIQUID,W,White,LIQ,Liquid,VS,vegetable coating WAS,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,NGU,,21A296,,,A,,,,,,,,,
YPW-F23A192-07-000,BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,F,US01,,,OMD,,23A192,,,F,,,,,,,,,
YPW-F23A450-03-000,BC LIQUID,W,White,LIQ,Liquid,YP,icecoating premium,,,Factory trial,1998,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,F,US01,,,OMD,,23A450,,1998,F,,,,,,,,,
YPK-F18A199-29-000,BC CARAMEL AURA LIQUID,K,Coloured,LIQ,Liquid,YP,icecoating premium,,,Factory trial,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,F,US01,,,VBT,,18A199,,1999,F,,,,,,,,,
CSM-F22A226-01-000,BC LIQUID,M,Milk,LIQ,Liquid,CS,choc without added sugar,,,Factory trial,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,F,US01,,,DTO,,22A226,,1999,F,,,,,,,,,
CSM-L21A055-02-000,BC LIQUID,M,Milk,LIQ,Liquid,CS,choc without added sugar,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,L,US01,,,VBT,,21A055,,,L,,,,,,,,,
CSW-220322Z-000,BC FLUSH LIQUID,W,White,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,DTO,,22A235,,,A,,,,,,,,,
CSD-518073Z-000,BC CASSAVA FIBER FLUSH LIQUID,D,Dark,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,NGU,,21A296,,,A,,,,,,,,,
CSD-718073Z-000,BC CASSAVA FIBER FLUSH LIQUID,D,Dark,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,NGU,,21A296,,,A,,,,,,,,,
CSD-719182Z-000,BC FLUSH LIQUID,D,Dark,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,ABL,,20A518,,,A,,,,,,,,,
CSD-719001Z-000,BC FLUSH LIQUID,D,Dark,LIQ,Liquid,CS,choc without added sugar,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,GAL,,21A296,,,A,,,,,,,,,
CSD-L21A055-04-000,BC LIQUID,D,Dark,LIQ,Liquid,CS,choc without added sugar,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,L,US01,,,VBT,,21A055,,,L,,,,,,,,,
CHM-3033801-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,ORNA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,NGU,,,,ORNA,A,,,,,,,,,
CHM-319230Z-000,BC FLUSH LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,ORNA,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,NGU,,,,ORNA,A,,,,,,,,,
CHM-0199800-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,1999,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,DTO,,15A796,,1999,A,,,,,,,,,
CHW-2138000-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,HALA;SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,10,22,60,90,,,,,,,1,1,10,S,A,US01,,,EPE,,17A300,,HALA;SPM,A,,,,,,,,,
FND-6050701-000,BC LIQUID,D,Dark,LIQ,Liquid,FN,filling non-lauric,,,Final Article,SPM,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,S,A,US01,,,NGU,,,,SPM,A,,,,,,,,,
CHM-0Y52511-000,BC LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,EPE,,17A017,,,A,,,,,,,,,
CHW-2060202-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,LBU,,09S193,,,A,,,,,,,,,
CHW-2141000-000,BC LIQUID,W,White,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,GAL,,19A025,,,A,,,,,,,,,
